종목명,종목코드,기사날짜,기사제목,기사링크,긍정확률,부정확률,대상기업,산업분류,분석일시,감성분류
코어라인소프트,384470,2024-12-27,"코어라인소프트, 올해 '에이뷰' 활용 연구 출판물 296건",https://n.news.naver.com/mnews/article/030/0003271553?sid=102,0.4049,0.5951,코어라인소프트,일반,2025-09-20 16:12:02,부정
퀄리타스반도체,432720,2024-12-27,[부자들의 숨은 전략] 케이엔알시스템 vs 하이비젼시스템 vs 퀄리타스반...,https://news.mtn.co.kr/news-detail/2024122706574337321,0.429,0.571,퀄리타스반도체,일반,2025-09-20 16:14:25,부정
아이씨티케이,456010,2024-12-27,"KCA가 지원한 초격차 스타트업 21곳, 투자유치 706억원 달성",https://n.news.naver.com/mnews/article/092/0002357863?sid=105,0.5727,0.4273,아이씨티케이,일반,2025-09-20 16:12:44,긍정
이스트소프트,047560,2024-12-27,"이스트소프트, '2025 PERSO 서포터즈' 모집 ... 글로벌 AI 숏폼 제작 지원...",https://www.aitimes.kr/news/articleView.html?idxno=33403,0.506,0.494,이스트소프트,일반,2025-09-20 16:14:39,긍정
이스트소프트,047560,2024-12-27,"이스트소프트, '2025 페르소 서포터즈' 내달 3일까지 모집",http://www.itdaily.kr/news/articleView.html?idxno=230051,0.7428,0.2572,이스트소프트,일반,2025-09-20 16:07:03,긍정
사이냅소프트,466410,2024-12-27,"클릭 몇 번으로 AI 문서 분석 끝...사이냅소프트, ‘도큐애널라이저’ ...",https://n.news.naver.com/mnews/article/138/0002188596?sid=105,0.3998,0.6002,사이냅소프트,일반,2025-09-20 16:13:13,부정
사이냅소프트,466410,2024-12-27,"사이냅소프트, '사이냅 도큐애널라이저' LLM 도입 가속 지원",https://n.news.naver.com/mnews/article/092/0002357849?sid=105,0.4001,0.5999,사이냅소프트,일반,2025-09-20 16:12:44,부정
사이냅소프트,466410,2024-12-27,"사이냅소프트, 문서분석 솔루션 '도큐애널라이저' 고도화 기능 출시",http://www.it-b.co.kr/news/articleView.html?idxno=79612,0.3578,0.6422,사이냅소프트,일반,2025-09-20 16:06:47,부정
사이냅소프트,466410,2024-12-27,"인공지능 문서 분석 솔루션, '사이냅 도큐애널라이저' 고도화",https://www.aitimes.kr/news/articleView.html?idxno=33394,0.506,0.494,사이냅소프트,일반,2025-09-20 16:14:39,긍정
솔트룩스,304100,2024-12-27,"솔트룩스, 자회사 '플루닛 스튜디오' 가상인간 이미지 생성건수 10만개...",https://n.news.naver.com/mnews/article/015/0005075152?sid=101,0.3869,0.6131,솔트룩스,일반,2025-09-20 16:10:17,부정
LS머트리얼즈,417200,2024-12-26,"LS머트리얼즈, '신재생에너지' 'AIDC 전력 안정화' 사업 확대",https://n.news.naver.com/mnews/article/008/0005133369?sid=101,0.5754,0.4246,LS머트리얼즈,일반,2025-09-20 16:09:21,긍정
아이앤씨,052860,2024-12-26,"SKT, SK컴즈 등 비핵심 계열사 3사 삼구아이앤씨에 넘긴다",https://www.widedaily.com/news/articleView.html?idxno=255108,0.6478,0.3522,아이앤씨,일반,2025-09-20 16:16:05,긍정
SK리츠,395400,2024-12-26,"리츠 2024년 12월 브랜드평판... 1위 SK리츠, 2위 롯데리츠, 3위 제이알글...",https://www.thefairnews.co.kr/news/articleView.html?idxno=38466,0.3578,0.6422,SK리츠,일반,2025-09-20 16:15:51,부정
클래시스,214150,2024-12-26,"건강관리장비 상장기업 브랜드평판 12월 1위 클래시스, 2위 이오플로우...",https://www.pinpointnews.co.kr/news/articleView.html?idxno=308852,0.5954,0.4046,클래시스,일반,2025-09-20 16:15:33,긍정
클래시스,214150,2024-12-26,"건강관리장비 상장기업 12월 브랜드평판...클래시스, 이오플로우, 셀바...",https://www.energy-news.co.kr/news/articleView.html?idxno=209187,0.5107,0.4893,클래시스,일반,2025-09-20 16:15:10,긍정
클래시스,214150,2024-12-26,"건강관리장비 상장기업 12월 브랜드평판...1위 클래시스, 2위 이오플로우...",https://www.thefairnews.co.kr/news/articleView.html?idxno=38463,0.3578,0.6422,클래시스,일반,2025-09-20 16:15:51,부정
미트박스,475460,2024-12-26,'축산물 플랫폼' 미트박스글로벌 상장 재도전 [위클리 마켓],https://n.news.naver.com/mnews/article/009/0005419987?sid=101,0.5362,0.4638,미트박스,일반,2025-09-20 16:09:33,긍정
크라우드웍스,355390,2024-12-26,"크라우드웍스-SK쉴더스, 고객 관리 영업직 돕는 'AI 어시스턴트' 개발",https://n.news.naver.com/mnews/article/008/0005133260?sid=101,0.362,0.638,크라우드웍스,일반,2025-09-20 16:09:21,부정
애니메디솔루션,390110,2024-12-26,"AI + 3D프린팅으로 의사 돕는다…수술, 미용 분야 개척중인 '이 기업'",https://n.news.naver.com/mnews/article/008/0005133225?sid=101,0.552,0.448,애니메디솔루션,일반,2025-09-20 16:09:20,긍정
이노뎁,303530,2024-12-26,"이노뎁, 산자부 글로벌 공동연구 사업 선정…영국 임페리얼칼리지런던...",https://n.news.naver.com/mnews/article/030/0003271168?sid=105,0.435,0.565,이노뎁,일반,2025-09-20 16:12:02,부정
이노뎁,303530,2024-12-26,"이노뎁, 산자부 글로벌 공동연구사업 선정…노벨상 9명 배출 대학 등과...",https://n.news.naver.com/mnews/article/008/0005133298?sid=101,0.4157,0.5843,이노뎁,일반,2025-09-20 16:09:21,부정
탈로스,434190,2024-12-26,머릿속 시한폭탄 AI로 감지 가능,http://www.k-health.com/news/articleView.html?idxno=77152,0.506,0.494,탈로스,일반,2025-09-20 16:07:09,긍정
바이오플러스,099430,2024-12-26,"제이비바이오텍, 임펄스플러스로 PRRS 집단면역 형성",https://www.businesskorea.co.kr/news/articleView.html?idxno=232577,0.3577,0.6423,바이오플러스,일반,2025-09-20 16:14:52,부정
이스트에이드,239340,2024-12-26,"[ZD SW 투데이] 이스트에이드, 포털 줌에 'AI 이슈 트렌드' 출시 外",https://n.news.naver.com/mnews/article/092/0002357758?sid=105,0.5305,0.4695,이스트에이드,일반,2025-09-20 16:12:44,긍정
이스트에이드,239340,2024-12-26,"이스트에이드, 실시간 이슈 파악하는 ‘AI 이슈 트렌드’ 출시",https://n.news.naver.com/mnews/article/366/0001042776?sid=105,0.3578,0.6422,이스트에이드,일반,2025-09-20 16:13:54,부정
이스트에이드,239340,2024-12-26,"이스트에이드, 포털 실시간 이슈 동향 파악하는 `AI 이슈 트렌드` 출시",https://n.news.naver.com/mnews/article/029/0002925336?sid=105,0.3578,0.6422,이스트에이드,일반,2025-09-20 16:11:22,부정
이스트에이드,239340,2024-12-26,"포털 줌에서 AI 기반 사회·경제 동향 파악…이스트에이드, 'AI 이슈 트렌...",https://n.news.naver.com/mnews/article/030/0003271247?sid=105,0.3662,0.6338,이스트에이드,일반,2025-09-20 16:12:02,부정
이스트에이드,239340,2024-12-26,"포털 줌(ZUM), 실시간 이슈 동향을 파악할 수 있는 'AI 이슈 트렌드' 선...",https://www.aitimes.kr/news/articleView.html?idxno=33378,0.506,0.494,이스트에이드,일반,2025-09-20 16:14:39,긍정
이스트에이드,239340,2024-12-26,"포털 줌, 실시간 이슈 파악하는 'AI 이슈 트렌드' 출시",https://n.news.naver.com/mnews/article/277/0005523283?sid=105,0.4057,0.5943,이스트에이드,일반,2025-09-20 16:13:43,부정
이스트에이드,239340,2024-12-26,"토종 SW 기업, AI 사업 성과 본격화",https://www.techm.kr/news/articleView.html?idxno=133938,0.351,0.649,이스트에이드,일반,2025-09-20 16:15:48,부정
더존비즈온,012510,2024-12-26,"더존비즈온, `ONE AI` 출시 6개월 만에 2000기업 계약",https://n.news.naver.com/mnews/article/029/0002925493?sid=105,0.5364,0.4636,더존비즈온,일반,2025-09-20 16:11:22,긍정
더존비즈온,012510,2024-12-26,"더존비즈온, ‘원 AI’ 출시 6개월 새 2천개 기업 계약",http://www.segyebiz.com/newsView/20241226510928?OutUrl=naver,0.555,0.445,더존비즈온,일반,2025-09-20 16:07:36,긍정
더존비즈온,012510,2024-12-26,"더존비즈온, ‘원AI’ 출시 6개월만 2000개 기업고객 확보",https://n.news.naver.com/mnews/article/018/0005913335?sid=105,0.5281,0.4719,더존비즈온,일반,2025-09-20 16:11:00,긍정
더존비즈온,012510,2024-12-26,"더존비즈온, ‘원 AI’ 출시 6개월만에 2000개 기업고객 확보",https://n.news.naver.com/mnews/article/138/0002188527?sid=105,0.3686,0.6314,더존비즈온,일반,2025-09-20 16:13:13,부정
더존비즈온,012510,2024-12-26,"더존비즈온, ONE AI 2개월 만에 1000개 기업고객 추가 계약",https://n.news.naver.com/mnews/article/123/0002349650?sid=101,0.5837,0.4163,더존비즈온,일반,2025-09-20 16:12:50,긍정
더존비즈온,012510,2024-12-26,"더존비즈온 '원 AI', 2개월 새 1천 개 기업 추가 계약",http://www.itdaily.kr/news/articleView.html?idxno=230014,0.7428,0.2572,더존비즈온,일반,2025-09-20 16:07:03,긍정
지누스,013890,2024-12-26,"가구 상장기업 2024년 12월 브랜드평판... 1위 한샘, 2위 에이스침대, 3위...",https://www.thefairnews.co.kr/news/articleView.html?idxno=38471,0.3578,0.6422,지누스,일반,2025-09-20 16:15:51,부정
비큐AI,148780,2024-12-26,"비큐AI, 언론 기사 생성 AI 'JCopilot' 출시",https://www.newspim.com/news/view/20241226000070,0.6478,0.3522,비큐AI,일반,2025-09-20 16:15:23,긍정
비큐AI,148780,2024-12-26,"비큐AI, 언론 기사 생성 AI ‘JCopilot’ 출시",https://n.news.naver.com/mnews/article/014/0005287556?sid=101,0.3595,0.6405,비큐AI,일반,2025-09-20 16:10:03,부정
비큐AI,148780,2024-12-26,"비큐AI, 언론 기사 생성 AI 'J코파일럿' 출시",http://www.itdaily.kr/news/articleView.html?idxno=230015,0.7428,0.2572,비큐AI,일반,2025-09-20 16:07:03,긍정
비큐AI,148780,2024-12-26,"비큐AI, 언론 기사 생성 AI '제이코파일럿' 출시",https://www.widedaily.com/news/articleView.html?idxno=255003,0.6478,0.3522,비큐AI,일반,2025-09-20 16:16:05,긍정
비큐AI,148780,2024-12-26,"비큐AI, 언론 기사 생성 AI '제이코파일럿' 출시",https://n.news.naver.com/mnews/article/003/0012981358?sid=101,0.3579,0.6421,비큐AI,일반,2025-09-20 16:08:54,부정
비큐AI,148780,2024-12-26,"서진시스템, 910억 원 규모 ESS 해외 공급 계약 체결 外",http://www.the-stock.kr/news/articleView.html?idxno=21154,0.5,0.5,비큐AI,일반,2025-09-20 16:07:38,부정
뉴엔AI,463020,2024-12-26,올해는 AI 혁신 확산의 해…新기술로 새해 투자 '청신호',https://n.news.naver.com/mnews/article/092/0002357733?sid=105,0.5076,0.4924,뉴엔AI,일반,2025-09-20 16:12:44,긍정
산일전기,062040,2024-12-26,"[탑픽전쟁] HD현대일렉트릭 vs 산일전기, 승리 전략은?",https://news.mtn.co.kr/news-detail/2024122618513187275,0.5583,0.4417,산일전기,일반,2025-09-20 16:14:25,긍정
한화손해보험,000370,2024-12-26,"에버스핀, 한화손해보험에 MTD 웹 보안 솔루션 '에버세이프 웹 '공급",http://www.itdaily.kr/news/articleView.html?idxno=230006,0.7428,0.2572,한화손해보험,일반,2025-09-20 16:07:03,긍정
한화손해보험,000370,2024-12-26,"에버스핀, 한화손해보험에 웹 보안 솔루션 '에버세이프 웹' 공급",http://www.it-b.co.kr/news/articleView.html?idxno=79594,0.3578,0.6422,한화손해보험,일반,2025-09-20 16:06:47,부정
한화손해보험,000370,2024-12-26,"에버스핀, 한화손해보험에 MTD 웹 보안 솔루션 '에버세이프 웹' 공급",https://n.news.naver.com/mnews/article/018/0005913151?sid=101,0.3512,0.6488,한화손해보험,일반,2025-09-20 16:11:00,부정
라온피플,300120,2024-12-24,"[특징주] 라온피플 주가 급등, AI반도체 성능 입증으로 투자자 주목받아",https://www.widedaily.com/news/articleView.html?idxno=254876,0.6478,0.3522,라온피플,일반,2025-09-20 16:16:05,긍정
라온피플,300120,2024-12-24,"라온피플 주가 상승 '자회사, 국산 NPU 기반 AI반도체 성능 입증'",https://www.gukjenews.com/news/articleView.html?idxno=3167570,0.506,0.494,라온피플,일반,2025-09-20 16:15:12,긍정
쓰리에이로직스,177900,2024-12-24,"[특징주]AI시대의 새로운 '접속문' 쓰리에이로직스, 韓 팹리스 500억달러...",https://n.news.naver.com/mnews/article/277/0005522553?sid=101,0.6076,0.3924,쓰리에이로직스,일반,2025-09-20 16:13:43,긍정
링크솔루션,474650,2024-12-24,"에이디링크 엣지 AI 솔루션, '젯팩 6.1'로 업그레이드...엣지 AI 시각 분...",https://www.aitimes.kr/news/articleView.html?idxno=33360,0.506,0.494,링크솔루션,일반,2025-09-20 16:14:39,긍정
LS머트리얼즈,417200,2024-12-24,"LS머트리얼즈, AI 데이터센터 솔루션 사업 확대…고부가 시장 선점",https://n.news.naver.com/mnews/article/011/0004431850?sid=101,0.6475,0.3525,LS머트리얼즈,일반,2025-09-20 16:09:43,긍정
씨케이솔루션,480370,2024-12-24,[SBA 글로벌] 퀀팃 “금융·IT 융합으로 쉽고 편한 금융 서비스 구축”,https://n.news.naver.com/mnews/article/020/0003606029?sid=105,0.531,0.469,씨케이솔루션,일반,2025-09-20 16:11:03,긍정
SKAI,357880,2024-12-24,"비트나인, AI 광고영상 제작 진출…글로벌 사업 시너지 기대-하나證",https://n.news.naver.com/mnews/article/008/0005132651?sid=101,0.6152,0.3848,SKAI,일반,2025-09-20 16:09:20,긍정
SKAI,357880,2024-12-24,"하나證 ""비트나인, 신사업 따른 실적 성장 기대""",https://n.news.naver.com/mnews/article/003/0012978387?sid=101,0.5361,0.4639,SKAI,일반,2025-09-20 16:08:54,긍정
데이터스트림즈,199150,2024-12-24,"데이터스트림즈, 베트남 VN포스트와 포괄적 협력",https://n.news.naver.com/mnews/article/092/0002357642?sid=105,0.5682,0.4318,데이터스트림즈,일반,2025-09-20 16:12:44,긍정
데이터스트림즈,199150,2024-12-24,"데이터스트림즈, 베트남 VNPOST와 포괄적인 데이터 분야 MOU 체결",http://www.itdaily.kr/news/articleView.html?idxno=229989,0.7428,0.2572,데이터스트림즈,일반,2025-09-20 16:07:03,긍정
데이터스트림즈,199150,2024-12-24,"데이터스트림즈-VNPOST, 데이터 비즈니스 모델 고도화 맞손",https://n.news.naver.com/mnews/article/030/0003270655?sid=105,0.5251,0.4749,데이터스트림즈,일반,2025-09-20 16:12:02,긍정
아이로보틱스,066430,2024-12-24,"[중국 비즈니스 트렌드&동향] ""애플, 중국 AI 협력사로 텐센트·바이트댄...",https://platum.kr/archives/248400,0.6105,0.3895,아이로보틱스,일반,2025-09-20 16:14:32,긍정
위세아이텍,065370,2024-12-24,"위세아이텍, '데이터관리기반 운영·유지관리 사업' 수주",https://www.datanet.co.kr/news/articleView.html?idxno=198756,0.5872,0.4128,위세아이텍,일반,2025-09-20 16:15:08,긍정
위세아이텍,065370,2024-12-24,"위세아이텍, 공공데이터 통합관리 사업 수주...정부 데이터 혁신 주도",https://n.news.naver.com/mnews/article/138/0002188479?sid=105,0.5694,0.4306,위세아이텍,일반,2025-09-20 16:13:13,긍정
위세아이텍,065370,2024-12-24,"위세아이텍, 23억 규모 '데이터관리기반 운영·유지관리 사업' 수주",https://n.news.naver.com/mnews/article/030/0003270771?sid=105,0.5698,0.4302,위세아이텍,일반,2025-09-20 16:12:02,긍정
위세아이텍,065370,2024-12-24,"위세아이텍, 데이터관리 기반 운영·유지관리 사업 수주",https://n.news.naver.com/mnews/article/008/0005132811?sid=101,0.5583,0.4417,위세아이텍,일반,2025-09-20 16:09:20,긍정
위세아이텍,065370,2024-12-24,"위세아이텍, 23억 원 규모 '2025년 데이터관리기반 운영·유지관리 사업...",http://www.itdaily.kr/news/articleView.html?idxno=229996,0.7428,0.2572,위세아이텍,일반,2025-09-20 16:07:03,긍정
아이티센글로벌,124500,2024-12-24,새술 새 부대 담은 IT기업들…2025년 맞이 '준비 완료',https://n.news.naver.com/mnews/article/138/0002188477?sid=105,0.3586,0.6414,아이티센글로벌,일반,2025-09-20 16:13:13,부정
아티스트스튜디오,200350,2024-12-24,"아티스트유나이티드, 이정재 특별관계자 지분 매각에 8% 추락",https://n.news.naver.com/mnews/article/011/0004431779?sid=101,0.727,0.273,아티스트스튜디오,일반,2025-09-20 16:09:43,긍정
아티스트스튜디오,200350,2024-12-24,"아티스트유나이티드, 이정재측 지분매각에 주가 8% 급락",https://www.slist.kr/news/articleView.html?idxno=606598,0.3577,0.6423,아티스트스튜디오,일반,2025-09-20 16:15:35,부정
아티스트스튜디오,200350,2024-12-24,"아티스트유나이티드, 오겜2 공개 앞둔 이정재측 지분매각에 8% 급락(종합...",https://n.news.naver.com/mnews/article/001/0015123850?sid=101,0.6325,0.3675,아티스트스튜디오,일반,2025-09-20 16:08:27,긍정
아티스트스튜디오,200350,2024-12-24,"아티스트유나이티드 주가, 이정재측 지분매각에 '냉탕'",https://www.ggilbo.com/news/articleView.html?idxno=1066069,0.6478,0.3522,아티스트스튜디오,일반,2025-09-20 16:15:12,긍정
아티스트스튜디오,200350,2024-12-24,"아티스트유나이티드, ‘오겜2’ 이정재측 지분매각에 급락",https://n.news.naver.com/mnews/article/009/0005418730?sid=101,0.582,0.418,아티스트스튜디오,일반,2025-09-20 16:09:33,긍정
아티스트스튜디오,200350,2024-12-24,"[특징주] 아티스트유나이티드, '오겜2' 이정재측 지분매각에 12% 급락",https://n.news.naver.com/mnews/article/001/0015122909?sid=101,0.4053,0.5947,아티스트스튜디오,일반,2025-09-20 16:08:27,부정
깨끗한나라,004540,2024-12-24,"종이목재 상장기업 12월 브랜드평판...1위 한솔제지, 2위 깨끗한나라, 3...",https://www.thefairnews.co.kr/news/articleView.html?idxno=38364,0.3578,0.6422,깨끗한나라,일반,2025-09-20 16:15:51,부정
고려신용정보,049720,2024-12-24,"채권추심 12월 브랜드평판... 1위 고려신용정보, 2위 SCI평가정보, 3위 미...",https://www.thefairnews.co.kr/news/articleView.html?idxno=38366,0.3578,0.6422,고려신용정보,일반,2025-09-20 16:15:51,부정
