종목명,종목코드,기사날짜,기사제목,기사링크,긍정확률,부정확률,대상기업,산업분류,분석일시,감성분류
아이앤씨,052860,2024-12-31,"신세계아이앤씨의 클라우드 보안, 국정원이 인정했다",https://n.news.naver.com/mnews/article/014/0005289339?sid=105,0.4543,0.5457,아이앤씨,일반,2025-09-20 17:28:39,부정
아이앤씨,052860,2024-12-31,"신세계아이앤씨, '스파로스 CMP' 국가정보원 주관 보안기능 확인서 획득",http://www.itdaily.kr/news/articleView.html?idxno=230102,0.7428,0.2572,아이앤씨,일반,2025-09-20 17:18:52,긍정
아이앤씨,052860,2024-12-31,신세계아이앤씨 '스파로스 CMP' 국정원 보안기능 확인서 획득,https://www.techm.kr/news/articleView.html?idxno=134022,0.351,0.649,아이앤씨,일반,2025-09-20 17:42:39,부정
아이앤씨,052860,2024-12-31,"신세계아이앤씨 '스파로스 CMP', 국가정보원 주관 보안기능 확인서 획득",https://www.epnc.co.kr/news/articleView.html?idxno=310683,0.506,0.494,아이앤씨,일반,2025-09-20 17:40:03,긍정
아이앤씨,052860,2024-12-31,신세계아이앤씨 ‘스파로스 CMP’ 국정원 보안기능 확인서 획득,https://n.news.naver.com/mnews/article/016/0002409460?sid=105,0.5867,0.4133,아이앤씨,일반,2025-09-20 17:29:30,긍정
아이앤씨,052860,2024-12-31,"신세계아이앤씨, '스파로스 CMP' 국가정보원 보안기능 확인서 획득",http://www.it-b.co.kr/news/articleView.html?idxno=79640,0.3578,0.6422,아이앤씨,일반,2025-09-20 17:18:37,부정
아이앤씨,052860,2024-12-31,"신세계아이앤씨, 클라우드 관리 ‘스파로스 CMP’ 국정원 확인서 획득",https://n.news.naver.com/mnews/article/018/0005915905?sid=105,0.4612,0.5388,아이앤씨,일반,2025-09-20 17:30:53,부정
아이앤씨,052860,2024-12-31,신세계아이앤씨 클라우드 보안 기술 '국정원 인증',https://n.news.naver.com/mnews/article/014/0005289552?sid=105,0.4471,0.5529,아이앤씨,일반,2025-09-20 17:28:39,부정
아이앤씨,052860,2024-12-31,"신세계아이앤씨, '스파로스 CMP' 국정원 보안 기능 확인서 획득",https://www.digitaltoday.co.kr/news/articleView.html?idxno=547786,0.5731,0.4269,아이앤씨,일반,2025-09-20 17:39:40,긍정
아하,102950,2024-12-31,"아하트렌드, 올해 검색량 치킨 TOP 브랜드 교촌‧메뉴 60계 크크크",http://www.sisafocus.co.kr/news/articleView.html?idxno=330735,0.3577,0.6423,아하,일반,2025-09-20 17:20:51,부정
아이티센엔텍,010280,2024-12-31,[기획특집] 새 먹거리로 '생성형 AI' 낙점…대외사업 확대하는 중견 SI ...,http://www.itdaily.kr/news/articleView.html?idxno=230092,0.7428,0.2572,아이티센엔텍,일반,2025-09-20 17:18:52,긍정
탈로스,434190,2024-12-31,발견 35년된 악성코드... 앞으로 피해 급증 경고,https://n.news.naver.com/mnews/article/014/0005289348?sid=101,0.2388,0.7612,탈로스,일반,2025-09-20 17:28:39,부정
버넥트,438700,2024-12-31,"버넥트, 스탠다드에너지 등 KAIST 창업기업 다수 'CES 2025 혁신상' 수상",https://n.news.naver.com/mnews/article/030/0003272212?sid=105,0.5626,0.4374,버넥트,일반,2025-09-20 17:32:36,긍정
버넥트,438700,2024-12-31,"한국앤컴퍼니그룹 모델솔루션, 버넥트와 공동 개발한 'AI 스마트 고글'로...",https://kr.aving.net/news/articleView.html?idxno=1796539,0.5144,0.4856,버넥트,일반,2025-09-20 17:24:54,긍정
틸론,217880,2024-12-31,"틸론, LG CNS와 손잡고 VDI시장 확대",https://n.news.naver.com/mnews/article/092/0002358179?sid=105,0.5556,0.4444,틸론,일반,2025-09-20 17:33:56,긍정
틸론,217880,2024-12-31,"틸론, LG CNS와 스마트워크 환경 혁신 위해 전략적 협약체결",https://www.pinpointnews.co.kr/news/articleView.html?idxno=310213,0.5954,0.4046,틸론,일반,2025-09-20 17:42:06,긍정
틸론,217880,2024-12-31,"틸론-LG CNS, VDI 기반 스마트워크 구축 협력",https://www.nextdaily.co.kr/news/articleView.html?idxno=234368,0.6501,0.3499,틸론,일반,2025-09-20 17:41:29,긍정
틸론,217880,2024-12-31,"틸론, LG CNS와 전략적 파트너십…VDI 솔루션 공동 사업 전개",http://www.itdaily.kr/news/articleView.html?idxno=230112,0.7428,0.2572,틸론,일반,2025-09-20 17:18:52,긍정
틸론,217880,2024-12-31,"틸론-LG CNS, 국산 VDI 솔루션 앞세워 민·관 스마트워크 환경 구현 MOU 체...",https://n.news.naver.com/mnews/article/030/0003272243?sid=105,0.5686,0.4314,틸론,일반,2025-09-20 17:32:36,긍정
틸론,217880,2024-12-31,"틸론, LG CNS와 스마트워크 환경 혁신 위해 전략적 협약",http://www.hansbiz.co.kr/news/articleView.html?idxno=728075,0.5,0.5,틸론,일반,2025-09-20 17:18:22,부정
비츠로테크,042370,2024-12-31,"[이넷뉴스 브랜드평판] 두산에너빌리티, 핵융합에너지 상장기업 12월 1위...",https://www.enetnews.co.kr/news/articleView.html?idxno=33275,0.6476,0.3524,비츠로테크,일반,2025-09-20 17:39:56,긍정
에스지헬스케어,398120,2024-12-31,2024년 코스닥 신규 상장 바이오 '최다'…21개사 진출,http://www.docdocdoc.co.kr/news/articleView.html?idxno=3024605,0.3578,0.6422,에스지헬스케어,일반,2025-09-20 17:17:45,부정
에이직랜드,445090,2024-12-31,[부자들의 숨은 전략] 우양 vs 리가켐바이오 vs 에이직랜드…내일의 부...,https://news.mtn.co.kr/news-detail/2024123104005414163,0.5851,0.4149,에이직랜드,일반,2025-09-20 17:37:45,긍정
에이직랜드,445090,2024-12-31,"[여의도 클라쓰] '아이엠비디엑스, 삼현, 에이직랜드' 클라쓰 올릴 종목...",https://news.mtn.co.kr/news-detail/2024123103593512854,0.5583,0.4417,에이직랜드,일반,2025-09-20 17:37:45,긍정
피아이이,452450,2024-12-31,[A 증시어택] 증시 한파에 내년 IPO 시장 주목...1월 공모주 소개,http://www.asiaa.co.kr/news/articleView.html?idxno=199014,0.2779,0.7221,피아이이,일반,2025-09-20 17:17:01,부정
라온텍,418420,2024-12-30,디모아 주가 꿈틀... 클라우드 시장서 AI 경쟁력 강화,https://www.pinpointnews.co.kr/news/articleView.html?idxno=309842,0.5954,0.4046,라온텍,일반,2025-09-20 17:42:06,긍정
케이씨에스,115500,2024-12-30,"[이 시각 시황] 케이씨에스 급등…SKT '양자암호원칩', 국정원 공식 인정",https://n.news.naver.com/mnews/article/374/0000418041?sid=101,0.6921,0.3079,케이씨에스,일반,2025-09-20 17:36:23,긍정
신테카바이오,226330,2024-12-30,"신테카바이오, '냉각구조 특허' 출원…""AI 전력난 해결""",https://n.news.naver.com/mnews/article/003/0012988975?sid=102,0.4339,0.5661,신테카바이오,일반,2025-09-20 17:26:05,부정
신테카바이오,226330,2024-12-30,신테카바이오 주가 함박웃음... 3중 바닥에서 벗어나 가속도,https://www.pinpointnews.co.kr/news/articleView.html?idxno=309887,0.5954,0.4046,신테카바이오,일반,2025-09-20 17:42:06,긍정
신테카바이오,226330,2024-12-30,"신테카바이오, 흰개미집 구조 활용 세계 최초 데이터센터 냉각 특허 출...",https://www.healthinnews.co.kr/view.php?ud=202412301138345620205868f676_48,0.628,0.372,신테카바이오,일반,2025-09-20 17:40:22,긍정
신테카바이오,226330,2024-12-30,"[이 특징주 버핏이라면] 신테카바이오, 'AI 데이터센터발 전력난 해결책...",https://www.news2day.co.kr/article/20241230500089,0.5,0.5,신테카바이오,일반,2025-09-20 17:41:00,부정
신테카바이오,226330,2024-12-30,"[특징주] 신테카바이오 주가 급등, 자연대류 냉각 특허로 데이터센터 혁...",https://www.widedaily.com/news/articleView.html?idxno=255246,0.6478,0.3522,신테카바이오,일반,2025-09-20 17:43:14,긍정
신테카바이오,226330,2024-12-30,"[바이오 +]신테카바이오, 세계 최초 AI 데이터센터 '냉각구조 특허' 출원...",https://www.pharmnews.com/news/articleView.html?idxno=256327,0.3577,0.6423,신테카바이오,일반,2025-09-20 17:41:32,부정
신테카바이오,226330,2024-12-30,"신테카바이오, AI 데이터센터발 전력난 해결할 세계 최초 '냉각구조 특...",https://n.news.naver.com/mnews/article/008/0005134645?sid=101,0.4067,0.5933,신테카바이오,일반,2025-09-20 17:26:57,부정
신테카바이오,226330,2024-12-30,"신테카바이오, 세계 최초 '자연대류 구조물 특허' 출원",https://www.newspim.com/news/view/20241230000086,0.6478,0.3522,신테카바이오,일반,2025-09-20 17:41:14,긍정
신테카바이오,226330,2024-12-30,"신테카바이오, '냉각구조 특허' 출원...AI 데이터센터 전력난 해결",https://www.pinpointnews.co.kr/news/articleView.html?idxno=309814,0.5954,0.4046,신테카바이오,일반,2025-09-20 17:42:06,긍정
케이티알파,036030,2024-12-30,"위지윅스튜디오 주가 폭등랠리...메타, AI 탑재 새로운 스마트안경 공개...",https://www.pinpointnews.co.kr/news/articleView.html?idxno=309824,0.5954,0.4046,케이티알파,일반,2025-09-20 17:42:06,긍정
LS머트리얼즈,417200,2024-12-30,"LS머트리얼즈, 신재생에너지·AIDC 전력 안정화 사업 확대… 고부가가치...",http://www.biztribune.co.kr/news/articleView.html?idxno=327701,0.301,0.699,LS머트리얼즈,일반,2025-09-20 17:17:13,부정
우리넷,115440,2024-12-30,[주식 초고수는 지금]흑자전환에 AI 인프라 구축 기대감도…우리넷 순매...,https://n.news.naver.com/mnews/article/011/0004433736?sid=101,0.6953,0.3047,우리넷,일반,2025-09-20 17:27:55,긍정
SGA,049470,2024-12-30,"SGA솔루션즈 ""내년 사이버 보안, 이것 조심해야""",https://www.newstof.com/news/articleView.html?idxno=25701,0.506,0.494,SGA,일반,2025-09-20 17:41:15,긍정
SGA,049470,2024-12-30,"""AI, 공급망, 클라우드, 모두 의심하라""…SGA솔루션즈, 2025년 사이버 보...",http://www.itdaily.kr/news/articleView.html?idxno=230069,0.7428,0.2572,SGA,일반,2025-09-20 17:18:52,긍정
SGA,049470,2024-12-30,"SGA솔루션즈, 2025년 사이버 보안 전망 발표",http://www.srtimes.kr/news/articleView.html?idxno=169061,0.6478,0.3522,SGA,일반,2025-09-20 17:21:23,긍정
SGA,049470,2024-12-30,"SGA솔루션즈, 2025년 사이버 보안 전망 발표",https://www.news2day.co.kr/article/20241230500018,0.3582,0.6418,SGA,일반,2025-09-20 17:41:00,부정
SGA,049470,2024-12-30,"SGA솔루션즈 ""신기술로 인한 보안위협, IT 전반서 증가""",https://www.datanet.co.kr/news/articleView.html?idxno=198860,0.5872,0.4128,SGA,일반,2025-09-20 17:39:33,긍정
아이마켓코리아,122900,2024-12-30,"아이마켓코리아, 신임 대표에 김학재 사장…""해외 사업 확장, AI 혁신""",https://n.news.naver.com/mnews/article/366/0001043641?sid=101,0.5582,0.4418,아이마켓코리아,일반,2025-09-20 17:36:18,긍정
아이마켓코리아,122900,2024-12-30,"아이마켓코리아, 신임 대표이사에 김학재 사장 내정",https://n.news.naver.com/mnews/article/018/0005915310?sid=101,0.515,0.485,아이마켓코리아,일반,2025-09-20 17:30:53,긍정
아이마켓코리아,122900,2024-12-30,"아이마켓코리아, 신임 대표에 김학재 사장 내정…“AI 활용 구매혁신”",https://n.news.naver.com/mnews/article/011/0004433630?sid=101,0.5582,0.4418,아이마켓코리아,일반,2025-09-20 17:27:55,긍정
아이마켓코리아,122900,2024-12-30,"아이마켓코리아, 신임 대표이사 김학재 사장 내정",https://n.news.naver.com/mnews/article/277/0005525115?sid=101,0.5932,0.4068,아이마켓코리아,일반,2025-09-20 17:35:44,긍정
아스타,246720,2024-12-30,"농심, 생성 AI 기업 아스타와 비밀유지계약(NDA) 체결",http://www.newsworker.co.kr/news/articleView.html?idxno=362259,0.3578,0.6422,아스타,일반,2025-09-20 17:20:25,부정
아스타,246720,2024-12-30,"농심-아스타,PoC 체결…생성 AI 기반 디지털 혁신 신호탄",https://www.epnc.co.kr/news/articleView.html?idxno=310625,0.506,0.494,아스타,일반,2025-09-20 17:40:03,긍정
아스타,246720,2024-12-30,"농심, 아스타와 생성 AI 기반 PoC 프로젝트 진행...디지털 혁신 신호탄",https://www.aitimes.kr/news/articleView.html?idxno=33411,0.506,0.494,아스타,일반,2025-09-20 17:38:10,긍정
아스타,246720,2024-12-30,"아스타, 농심과 생성 AI 기술 PoC",https://www.aitimes.com/news/articleView.html?idxno=166633,0.3588,0.6412,아스타,일반,2025-09-20 17:38:05,부정
SKAI,357880,2024-12-30,"비트나인, 글로벌 AI 리더십 강화",https://www.nbntv.kr/news/articleView.html?idxno=334907,0.596,0.404,SKAI,일반,2025-09-20 17:40:56,긍정
SKAI,357880,2024-12-30,"비트나인, 글로벌 AI 리더십 강화 위해 ‘모건 마오’ 사내이사 선임 추...",https://n.news.naver.com/mnews/article/117/0003899968?sid=103,0.3578,0.6422,SKAI,일반,2025-09-20 17:33:58,부정
SKAI,357880,2024-12-30,"비트나인, 내년 2월 사내이사에 모건 마오 선임 추진",https://n.news.naver.com/mnews/article/293/0000062136?sid=101,0.3578,0.6422,SKAI,일반,2025-09-20 17:35:49,부정
SKAI,357880,2024-12-30,"비트나인, 글로벌 AI 리더십 강화 나선다...모건 마오 사내이사 선임 추...",https://n.news.naver.com/mnews/article/014/0005288687?sid=101,0.3592,0.6408,SKAI,일반,2025-09-20 17:28:39,부정
SKAI,357880,2024-12-30,"비트나인, 글로벌 AI강화 위해 '모건 마오' 사내이사 선임",https://daily.hankooki.com/news/articleView.html?idxno=1164451,0.3966,0.6034,SKAI,일반,2025-09-20 17:21:53,부정
SKAI,357880,2024-12-30,"비트나인, '모건 마오' 사내이사 선임 추진…글로벌 AI 리더십 강화",https://n.news.naver.com/mnews/article/277/0005525079?sid=101,0.3578,0.6422,SKAI,일반,2025-09-20 17:35:44,부정
SKAI,357880,2024-12-30,"비트나인, 모건 마오 사내이사 선임 추진…""글로벌 AI 리더십 강화 목적...",https://n.news.naver.com/mnews/article/008/0005134653?sid=101,0.3831,0.6169,SKAI,일반,2025-09-20 17:26:57,부정
SKAI,357880,2024-12-30,"비트나인, 글로벌 AI 리더십 강화 위해 ‘모건 마오’ 사내이사 선임 추...",https://n.news.naver.com/mnews/article/020/0003606989?sid=101,0.3584,0.6416,SKAI,일반,2025-09-20 17:30:58,부정
SKAI,357880,2024-12-30,"AI기본법 통과에 스카이월드와이드 등 주목…""고품질 영상 제작""",https://n.news.naver.com/mnews/article/421/0007994279?sid=101,0.5529,0.4471,SKAI,일반,2025-09-20 17:36:51,긍정
SKAI,357880,2024-12-30,"비트나인, 모건 마오 사내이사 선임…글로벌 AI 강화",http://www.ftoday.co.kr/news/articleView.html?idxno=334774,0.6422,0.3578,SKAI,일반,2025-09-20 17:18:11,긍정
모아라이프플러스,142760,2024-12-30,현대ADM·경보제약·한올바이오파마·샤페론 등 제약업株 강세,https://www.yeongnam.com/web/view.php?key=20241230024133880,0.5,0.5,모아라이프플러스,일반,2025-09-20 17:43:21,부정
SGA솔루션즈,184230,2024-12-30,"SGA솔루션즈, 2025년 사이버 보안 시장 6가지 이슈 발표",https://www.digitaltoday.co.kr/news/articleView.html?idxno=547744,0.5731,0.4269,SGA솔루션즈,일반,2025-09-20 17:39:40,긍정
미래에셋벤처투자,100790,2024-12-30,"[특징주] 미래에셋벤처, S2W 세계 첫 기술력으로 인터폴과 국제 사이버...",https://www.financialpost.co.kr/news/articleView.html?idxno=218272,0.6478,0.3522,미래에셋벤처투자,일반,2025-09-20 17:40:06,긍정
아이윈플러스,123010,2024-12-30,아이윈플러스 주가 룰루랄라...양자컴퓨터 시장 성장 가능성 주목,https://www.pinpointnews.co.kr/news/articleView.html?idxno=309830,0.5954,0.4046,아이윈플러스,일반,2025-09-20 17:42:06,긍정
아이엠,101390,2024-12-30,"인크로스, 아이엠 리포트 발표… 10명 중 7명 '생성형 AI 사용'",http://www.kdfnews.com/news/articleView.html?idxno=146905,0.2661,0.7339,아이엠,일반,2025-09-20 17:19:08,부정
아이티센코어,243870,2024-12-30,"아이티센코어, 김우성 신임 대표이사 취임",https://n.news.naver.com/mnews/article/092/0002358058?sid=102,0.3854,0.6146,아이티센코어,일반,2025-09-20 17:33:56,부정
유라클,088340,2024-12-30,"권태일 유라클 대표, 사장 승진...2025년 임원인사",https://n.news.naver.com/mnews/article/029/0002926186?sid=105,0.506,0.494,유라클,일반,2025-09-20 17:31:32,긍정
유라클,088340,2024-12-30,"유라클, 2025년 정기 조직 개편‧임원 인사...AI·클라우드 사업 집중",https://www.digitaltoday.co.kr/news/articleView.html?idxno=547729,0.5731,0.4269,유라클,일반,2025-09-20 17:39:40,긍정
유라클,088340,2024-12-30,"유라클, 정기 임원인사 단행…권태일 대표 사장 승진",https://n.news.naver.com/mnews/article/138/0002188675?sid=105,0.506,0.494,유라클,일반,2025-09-20 17:34:45,긍정
유라클,088340,2024-12-30,"유라클, 권태일 대표 사장 승진...2025년 조직 개편·임원 인사",https://n.news.naver.com/mnews/article/030/0003272081?sid=105,0.506,0.494,유라클,일반,2025-09-20 17:32:36,긍정
유라클,088340,2024-12-30,"[인사] 유라클, 2025년 정기 조직개편·임원인사 단행",http://www.itdaily.kr/news/articleView.html?idxno=230081,0.7428,0.2572,유라클,일반,2025-09-20 17:18:52,긍정
토모큐브,475960,2024-12-30,올해 제약바이오·헬스케어 기업 19곳 신규 상장,http://www.bosa.co.kr/news/articleView.html?idxno=2239112,0.2324,0.7676,토모큐브,일반,2025-09-20 17:17:18,부정
아톤,158430,2024-12-30,"아톤, 美 '양자내성 솔루션' 22배 폭등… 양자내성 솔루션 상용화",https://www.cstimes.com/news/articleView.html?idxno=626991,0.585,0.415,아톤,일반,2025-09-20 17:39:08,긍정
제이준코스메틱,025620,2024-12-30,"제이준코스메틱, 비투엔 주식 400만주 양수",https://www.newsway.co.kr/news/view?ud=2024123009473340714,0.2892,0.7108,제이준코스메틱,일반,2025-09-20 17:41:29,부정
베노티앤알,206400,2024-12-30,개막 앞둔 'CES 2025' 빛낼 한국기업은? 폴라리스오피스 등 AI혁신 테마주...,https://www.ajunews.com/view/20241230160153181,0.4206,0.5794,베노티앤알,일반,2025-09-20 17:38:26,부정
뷰노,338220,2024-12-30,"[브랜드평판] 리가켐바이오, 의료기기 상장기업 12월 1위···뷰노·휴마...",https://www.enetnews.co.kr/news/articleView.html?idxno=33219,0.6476,0.3524,뷰노,일반,2025-09-20 17:39:56,긍정
케이카,381970,2024-12-30,"케이카, 내년 중고차 키워드…'S·N·A·K·E'",https://n.news.naver.com/mnews/article/011/0004433813?sid=101,0.3957,0.6043,케이카,일반,2025-09-20 17:27:55,부정
토니모리,214420,2024-12-30,"토니모리, IBK투자증권과 MOU 체결..지속가능 시너지·신성장동력 발굴...",http://kpenews.com/View.aspx?No=3497537,0.4896,0.5104,토니모리,일반,2025-09-20 17:16:35,부정
대동기어,008830,2024-12-30,"[특징주] 대동기어, 휴머노이드 AI 기술 적용 '무인 자율농업' 로봇 생산...",https://www.financialpost.co.kr/news/articleView.html?idxno=218266,0.6478,0.3522,대동기어,일반,2025-09-20 17:40:06,긍정
에이비온,203400,2024-12-30,"에이비온, 병용요법 임상 데이터 기대감 상승",https://www.nbntv.kr/news/articleView.html?idxno=334905,0.596,0.404,에이비온,일반,2025-09-20 17:40:56,긍정
에이비온,203400,2024-12-30,"에이비온, 레이저티닙 병용 데이터 기대감↑",https://www.pharmnews.com/news/articleView.html?idxno=256325,0.3577,0.6423,에이비온,일반,2025-09-20 17:41:32,부정
에이비온,203400,2024-12-30,"""에이비온, 레이저티닙 병용 데이터 기대"" - IV리서치",https://www.newspim.com/news/view/20241230000059,0.6478,0.3522,에이비온,일반,2025-09-20 17:41:14,긍정
에이비온,203400,2024-12-30,"IV리서치 ""에이비온, 레이저티닙 병용 데이터 기대""",https://www.cstimes.com/news/articleView.html?idxno=626903,0.585,0.415,에이비온,일반,2025-09-20 17:39:08,긍정
인크로스,216050,2024-12-30,"인크로스 ""10명 중 7명 생성형 AI 사용한다""",http://www.seoulwire.com/news/articleView.html?idxno=632576,0.2767,0.7233,인크로스,일반,2025-09-20 17:20:48,부정
인크로스,216050,2024-12-30,"인크로스, 아이엠 리포트 발표…참여자 70% ""생성형 AI 사용""",https://www.widedaily.com/news/articleView.html?idxno=255308,0.6478,0.3522,인크로스,일반,2025-09-20 17:43:14,긍정
인크로스,216050,2024-12-30,"인크로스, 아이엠 리포트 발표…참여자 70% ""생성형 AI 사용""",https://n.news.naver.com/mnews/article/003/0012987541?sid=101,0.3578,0.6422,인크로스,일반,2025-09-20 17:26:05,부정
인크로스,216050,2024-12-30,"인크로스,아이엠 리포트 발표…10명 중7명 “생성형AI사용한다”",https://ditoday.com/%ec%9d%b8%ed%81%ac%eb%a1%9c%ec%8a%a4-%ec%95%84%ec%9d%b4%ec%97%a0-%eb%a6%ac%ed%8f%ac%ed%8a%b8-%eb%b0%9c%ed%91%9c-10%eb%aa%85-%ec%a4%91-7%eb%aa%85-%ec%83%9d%ec%84%b1/,0.3696,0.6304,인크로스,일반,2025-09-20 17:21:55,부정
인크로스,216050,2024-12-30,"'2024 아이엠 리포트' 인크로스, 10명 중 7명 '생성형 AI 사용'",http://www.shinailbo.co.kr/news/articleView.html?idxno=1984923,0.3577,0.6423,인크로스,일반,2025-09-20 17:20:50,부정
선광,003100,2024-12-30,"선광·화인파트너스, 이웃사랑 성금 1억6000만원 기탁",http://www.incheontoday.com/news/articleView.html?idxno=259957,0.3578,0.6422,선광,일반,2025-09-20 17:18:25,부정
삼성에스디에스,018260,2024-12-30,"""삼성에스디에스, 내년에 클라우드 중심 고성장 전망"" -iM증권",http://www.biztribune.co.kr/news/articleView.html?idxno=327692,0.301,0.699,삼성에스디에스,일반,2025-09-20 17:17:13,부정
삼성에스디에스,018260,2024-12-30,"iM증권, ""삼성에스디에스, 클라우드 사업 고성장 유지""",https://www.foodneconomy.com/news/articleView.html?idxno=404244,0.6401,0.3599,삼성에스디에스,일반,2025-09-20 17:40:07,긍정
삼성에스디에스,018260,2024-12-30,"삼성에스디에스, 클라우드 고성장·IT서비스 부진-iM",https://n.news.naver.com/mnews/article/018/0005915243?sid=101,0.7525,0.2475,삼성에스디에스,일반,2025-09-20 17:30:53,긍정
삼성에스디에스,018260,2024-12-30,"삼성에스디에스, 삼성전자 투자 방향성 영향..목표가↓-iM",https://www.smarttoday.co.kr/news/articleView.html?idxno=68556,0.5062,0.4938,삼성에스디에스,일반,2025-09-20 17:42:25,긍정
덱스터,206560,2024-12-30,"덱스터크레마, 고용부·여가부·기재부 주관 우수기업 3연속 인증 받아",http://www.kdfnews.com/news/articleView.html?idxno=146877,0.2661,0.7339,덱스터,일반,2025-09-20 17:19:08,부정
덱스터,206560,2024-12-30,"덱스터크레마, 정부 부처 주관 우수기업 3개 인증 획득... ""선진적 기업...",https://kr.aving.net/news/articleView.html?idxno=1796515,0.5144,0.4856,덱스터,일반,2025-09-20 17:24:54,긍정
